UniqueID,Probability1
11862,0.434
11863,0.632
11864,0.306
11865,0.798
11866,0.536
11867,0.478
11868,0.574
11869,0.518
11870,0.526
11871,0.9999
11872,0.318
11873,0.286
11874,0.498
11875,0.9999
11876,0.5
11877,0.638
11878,0.79
11879,0.306
11880,0.574
11881,0.69
11882,0.396
11883,0.428
11884,0.438
11885,0.116
11886,0.938
11887,0.254
11888,0.346
11889,0.174
11890,0.406
11891,0.624
11892,0.362
11893,0.766
11894,0.482
11895,0.496
11896,0.458
11897,0.228
11898,0.636
11899,0.172
11900,0.23
11901,0.376
11902,0.812
11903,0.212
11904,0.432
11905,0.266
11906,0.7
11907,0.13
11908,0.268
11909,0.364
11910,0.392
11911,0.306
11912,0.142
11913,0.9999
11914,0.434
11915,0.408
11916,0.386
11917,0.306
11918,0.808
11919,0.352
11920,0.398
11921,0.262
11922,0.864
11923,0.696
11924,0.326
11925,0.818
11926,0.318
11927,0.832
11928,0.766
11929,0.786
11930,0.696
11931,0.88
11932,0.23
11933,0.56
11934,0.538
11935,0.254
11936,0.776
11937,0.9999
11938,0.306
11939,0.404
11940,0.69
11941,0.284
11942,0.762
11943,0.022
11944,0.542
11945,0.786
11946,0.8
11947,0.816
11948,0.418
11949,0.718
11950,0.742
11951,0.5
11952,0.432
11953,0.768
11954,0.352
11955,0.802
11956,0.696
11957,0.696
11958,0.22
11959,0.838
11960,0.504
11961,0.794
11962,0.318
11963,0.128
11964,0.688
11965,0.5
11966,0.814
11967,0.9999
11968,0.746
11969,0.726
11970,0.892
11971,0.736
11972,0.654
11973,0.806
11974,0.73
11975,0.836
11976,0.49
11977,0.706
11978,0.57
11979,0.754
11980,0.792
11981,0.8
11982,0.766
11983,0.702
11984,0.756
11985,0.696
11986,0.482
11987,0.736
11988,0.348
11989,0.83
11990,0.9999
11991,0.728
11992,0.83
11993,0.608
11994,0.71
11995,0.626
11996,0.892
11997,0.404
11998,0.14
11999,0.8
12000,0.9999
12001,0.75
12002,0.91
12003,0.83
12004,0.836
12005,0.76
12006,0.768
12007,0.778
12008,0.178
12009,0.78
12010,0.78
12011,0.828
12012,0.464
12013,0.374
12014,0.756
12015,0.752
12016,0.676
12017,0.754
12018,0.754
12019,0.71
12020,0.746
12021,0.9999
12022,0.702
12023,0.736
12024,0.364
12025,0.862
12026,0.778
12027,0.744
12028,0.194
12029,0.836
12030,0.756
12031,0.81
12032,0.746
12033,0.718
12034,0.674
12035,0.262
12036,0.374
12037,0.388
12038,0.504
12039,0.798
12040,0.412
12041,0.754
12042,0.794
12043,0.36
12044,0.844
12045,0.738
12046,0.758
12047,0.436
12048,0.67
12049,0.716
12050,0.32
12051,0.452
12052,0.39
12053,0.702
12054,0.348
12055,0.73
12056,0.752
12057,0.312
12058,0.546
12059,0.544
12060,0.29
12061,0.652
12062,0.824
12063,0.784
12064,0.682
12065,0.9999
12066,0.712
12067,0.75
12068,0.344
12069,0.306
12070,0.332
12071,0.29
12072,0.9999
12073,0.406
12074,0.658
12075,0.618
12076,0.718
12077,0.356
12078,0.228
12079,0.686
12080,0.832
12081,0.748
12082,0.768
12083,0.744
12084,0.786
12085,0.174
12086,0.29
12087,0.814
12088,0.41
12089,0.784
12090,0.75
12091,0.742
12092,0.308
12093,0.356
12094,0.708
12095,0.42
12096,0.56
12097,0.798
12098,0.29
12099,0.366
12100,0.494
12101,0.228
12102,0.756
12103,0.4
12104,0.236
12105,0.392
12106,0.316
12107,0.758
12108,0.212
12109,0.574
12110,0.338
12111,0.9999
12112,0.328
12113,0.738
12114,0.9999
12115,0
12116,0.644
12117,0.198
12118,0.696
12119,0.24
12120,0.442
12121,0.774
12122,0.3
12123,0.822
12124,0.834
12125,0.786
12126,0.9999
12127,0.722
12128,0.354
12129,0.688
12130,0.802
12131,0.542
12132,0.834
12133,0.316
12134,0.834
12135,0.47
12136,0.842
12137,0.172
12138,0.746
12139,0.664
12140,0.762
12141,0.23
12142,0.192
12143,0.228
12144,0.32
12145,0.738
12146,0.828
12147,0.796
12148,0.444
12149,0.804
12150,0.368
12151,0.664
12152,0.9999
12153,0.304
12154,0.808
12155,0.396
12156,0.81
12157,0.84
12158,0.492
12159,0.398
12160,0.3
12161,0.636
12162,0.756
12163,0.882
12164,0.398
12165,0.324
12166,0.738
12167,0.736
12168,0.706
12169,0.894
12170,0.536
12171,0.392
12172,0.9999
12173,0.812
12174,0.476
12175,0.432
12176,0.442
12177,0.622
12178,0.406
12179,0.402
12180,0.696
12181,0.82
12182,0.746
12183,0.748
12184,0.398
12185,0.682
12186,0.826
12187,0.534
12188,0.708
12189,0.736
12190,0.824
12191,0.404
12192,0.236
12193,0.242
12194,0.342
12195,0.378
12196,0.718
12197,0.52
12198,0.424
12199,0.748
12200,0.52
12201,0.756
12202,0.288
12203,0.122
12204,0.09
12205,0.486
12206,0.704
12207,0.43
12208,0.764
12209,0.41
12210,0.194
12211,0.394
12212,0.512
12213,0.9999
12214,0.77
12215,0.808
12216,0.262
12217,0.472
12218,0.358
12219,0.346
12220,0.336
12221,0.874
12222,0.242
12223,0.498
12224,0.33
12225,0.458
12226,0.694
12227,0.726
12228,0.774
12229,0.69
12230,0.69
12231,0.828
12232,0.75
12233,0.846
12234,0.754
12235,0.428
12236,0.858
12237,0.798
12238,0.482
12239,0.822
12240,0.848
12241,0.352
12242,0.286
12243,0.336
12244,0.596
12245,0.826
12246,0.308
12247,0.278
12248,0.806
12249,0.18
12250,0.388
12251,0.356
12252,0.234
12253,0.11
12254,0.86
12255,0.316
12256,0.402
12257,0.184
12258,0.452
12259,0.212
12260,0.818
12261,0.47
12262,0.428
12263,0.628
12264,0.662
12265,0.692
12266,0.218
12267,0.42
12268,0.768
12269,0.29
12270,0.564
12271,0.834
12272,0.75
12273,0.328
12274,0.286
12275,0.444
12276,0.28
12277,0.57
12278,0.928
12279,0.434
12280,0.114
12281,0.504
12282,0.316
12283,0.512
12284,0.378
12285,0
12286,0.642
12287,0.56
12288,0.33
12289,0.388
12290,0.296
12291,0.642
12292,0.238
12293,0.088
12294,0.324
12295,0.388
12296,0.488
12297,0.752
12298,0.514
12299,0.826
12300,0.376
12301,0.264
12302,0.278
12303,0.312
12304,0.316
12305,0.816
12306,0.28
12307,0.36
12308,0.79
12309,0.372
12310,0.804
12311,0.466
12312,0.488
12313,0.424
12314,0.326
12315,0.4
12316,0.176
12317,0.42
12318,0.48
12319,0.208
12320,0.32
12321,0.346
12322,0.626
12323,0.478
12324,0.736
12325,0.408
12326,0.486
12327,0.51
12328,0.408
12329,0.26
12330,0.436
12331,0.31
12332,0.816
12333,0.248
12334,0.39
12335,0.318
12336,0.232
12337,0.292
12338,0.228
12339,0.258
12340,0.81
12341,0.384
12342,0.198
12343,0.206
12344,0.082
12345,0.35
12346,0.7
12347,0.362
12348,0.798
12349,0.368
12350,0.358
12351,0.354
12352,0.562
12353,0.802
12354,0.758
12355,0.322
12356,0.382
12357,0.716
12358,0.428
12359,0.5
12360,0.124
12361,0.214
12362,0.428
12363,0.352
12364,0.118
12365,0.344
12366,0.622
12367,0
12368,0.422
12369,0.424
12370,0.556
12371,0.466
12372,0.768
12373,0.528
12374,0.838
12375,0.21
12376,0.292
12377,0.39
12378,0.136
12379,0.218
12380,0.426
12381,0.472
12382,0.31
12383,0.43
12384,0.304
12385,0.412
12386,0.414
12387,0.294
12388,0
12389,0.29
12390,0.386
12391,0.72
12392,0.712
12393,0.194
12394,0.294
12395,0.362
12396,0.344
12397,0.278
12398,0.336
12399,0.388
12400,0.334
12401,0.5
12402,0.2
12403,0.338
12404,0.218
12405,0.312
12406,0.544
12407,0.422
12408,0.59
12409,0.384
12410,0.232
12411,0.204
12412,0.344
12413,0.748
12414,0.37
12415,0.764
12416,0.3
12417,0.188
12418,0.386
12419,0.444
12420,0.334
12421,0.404
12422,0.302
12423,0.364
12424,0.386
12425,0.356
12426,0.324
12427,0.228
12428,0.49
12429,0.204
12430,0.292
12431,0.428
12432,0.746
12433,0.252
12434,0.38
12435,0.328
12436,0.492
12437,0.388
12438,0.236
12439,0.444
12440,0.364
12441,0.188
12442,0.38
12443,0.554
12444,0.224
12445,0.334
12446,0.862
12447,0.446
12448,0.4
12449,0.506
12450,0.208
12451,0.408
12452,0.174
12453,0.35
12454,0.316
12455,0.436
12456,0.66
12457,0.174
12458,0.228
12459,0.442
12460,0.204
12461,0.704
12462,0.258
12463,0.07
12464,0.198
12465,0.268
12466,0.48
12467,0.796
12468,0.442
12469,0.236
12470,0.338
12471,0.52
12472,0.416
12473,0.396
12474,0.286
12475,0.278
12476,0.22
12477,0.226
12478,0.238
12479,0.33
12480,0.332
12481,0.33
12482,0.226
12483,0.246
12484,0.148
12485,0.226
12486,0.734
12487,0.368
12488,0.482
12489,0.596
12490,0.68
12491,0.9999
12492,0.57
12493,0.684
12494,0.44
12495,0.226
12496,0.15
12497,0.398
12498,0.824
12499,0.204
12500,0.116
12501,0.062
12502,0.806
12503,0.068
12504,0.656
12505,0.904
12506,0.096
12507,0.394
12508,0.092
12509,0.09
12510,0.428
12511,0.456
12512,0.528
12513,0.362
12514,0.724
12515,0.42
12516,0.424
12517,0.308
12518,0.196
12519,0.542
12520,0.262
12521,0.254
12522,0.424
12523,0.218
12524,0.27
12525,0.238
12526,0.386
12527,0.4
12528,0.336
12529,0.182
12530,0.484
12531,0.358
12532,0.274
12533,0.462
12534,0.554
12535,0.402
12536,0.372
12537,0.344
12538,0.166
12539,0.262
12540,0.316
12541,0.404
12542,0.24
12543,0.452
12544,0.314
12545,0.258
12546,0.334
12547,0.31
12548,0.474
12549,0.684
12550,0.574
12551,0.666
12552,0.63
12553,0.406
12554,0.412
12555,0.648
12556,0.722
12557,0.462
12558,0.466
12559,0.75
12560,0.292
12561,0.316
12562,0.396
12563,0.6
12564,0.742
12565,0.344
12566,0.74
12567,0.812
12568,0.644
12569,0.738
12570,0.686
12571,0.862
12572,0.638
12573,0.648
12574,0.21
12575,0.752
12576,0.784
12577,0.576
12578,0.366
12579,0.652
12580,0.436
12581,0.626
12582,0.49
12583,0.542
12584,0.732
12585,0.13
12586,0.666
12587,0.654
12588,0.75
12589,0.256
12590,0.576
12591,0.468
12592,0.642
12593,0.216
12594,0.31
12595,0.792
12596,0.338
12597,0.848
12598,0.386
12599,0.712
12600,0.274
12601,0.582
12602,0.47
12603,0.368
12604,0.234
12605,0.666
12606,0.616
12607,0.428
12608,0.878
12609,0.424
12610,0.388
12611,0.72
12612,0.754
12613,0.364
12614,0.378
12615,0.4
12616,0.372
12617,0.3
12618,0.152
12619,0.762
12620,0.274
12621,0.81
12622,0.264
12623,0.726
12624,0.61
12625,0.482
12626,0.282
12627,0.33
12628,0.338
12629,0.244
12630,0.9999
12631,0.468
12632,0.224
12633,0.482
12634,0.362
12635,0.646
12636,0.552
12637,0.364
12638,0.458
12639,0.824
12640,0.356
12641,0.408
12642,0.422
12643,0.646
12644,0.482
12645,0.49
12646,0.51
12647,0.49
12648,0.828
12649,0.844
12650,0.286
12651,0.494
12652,0.254
12653,0.738
12654,0.546
12655,0.428
12656,0.706
12657,0.296
12658,0.38
12659,0.228
