"UniqueID","startprice","startprice.log.predict."
10001,159.99,5.28924780237424
10002,0.99,0.66903244739769
10003,199.99,5.33333287784956
10004,235,5.51688136911384
10005,199.99,5.69734245843107
10006,175,5.0962254336365
10007,100,4.41720683849922
10008,329.99,5.88255648614563
10009,0.99,0.69292491807218
10010,150,5.2593907498787
10011,199.99,5.30858283883956
10012,99.99,4.53051131158125
10013,20,3.19635171628512
10014,75,4.27616848007029
10015,199.99,5.32124559262421
10016,344.95,5.91007881232242
10017,184.5,5.27668093326008
10018,209.98,5.43085435939711
10019,375,5.91730163888052
10020,95,4.58410168023557
10021,125,4.97748196409796
10022,187.5,5.317399828044
10023,129.99,5.38216155230588
10024,329.99,5.15867574210429
10025,149,6.01454453461212
10026,238.8,5.28846642344304
10027,84.99,4.50930221617026
10028,249.99,5.31397688545793
10029,309.99,5.44229392956837
10030,319.95,5.8373499225571
10031,185,5.22194633743805
10032,90,4.51432550498231
10033,299.98,5.71067617192901
10034,49,4.06889482014954
10035,444.99,5.91398181892823
10036,480,6.01526546402062
10037,225,5.4517163057268
10038,79,4.38377840859713
10039,189.85,5.31612148492308
10040,159.99,5.31245732148982
10041,199.99,5.33276713053325
10042,115,4.64883230985649
10043,289.95,5.10930479113025
10044,499.95,5.81234784702548
10045,199.99,5.38704679195424
10046,550,6.35677449772523
10047,209.99,5.41913955575737
10048,185,5.22351202674937
10049,100,4.43924803318213
10050,279.99,5.53273107003063
10051,614.99,6.41772958019964
10052,259,5.42369095816285
10053,240,5.30789878087153
10054,69.99,4.55144456490472
10055,398.99,5.69920001388849
10056,175,5.09020668480127
10057,84.99,5.00324614592227
10058,269.99,4.81017375779383
10059,295,5.40776199415284
10060,210,5.25896525834045
10061,160,5.26506444909402
10062,0.99,0.63309514567886
10063,304.89,5.59802966018657
10064,0.99,0.684788929484177
10065,195,5.25350343344272
10066,319,5.19267162753267
10067,389.99,6.00522507079432
10068,79.99,4.43799634915336
10069,254.99,5.45721755325344
10070,115,4.73134145805346
10071,159.95,5.2469842887397
10072,279.99,5.7432972601937
10073,99.99,4.47890956064874
10074,75,4.32738572184329
10075,135,4.51949426950574
10076,130,4.87167483804359
10077,119.95,5.32683581851399
10078,50,3.93079316864375
10079,269.94,5.45707505599019
10080,380,5.93730183758032
10081,0.99,0.675915985873949
10082,169.95,4.82233211684685
10083,319.85,6.01329332946346
10084,329.99,5.95810417875676
10085,249.95,5.2262799680002
10086,130,4.86933732800585
10087,550,5.96178680554079
10088,169.98,5.31336467124306
10089,149.99,5.05615290325196
10090,305,5.70995085251219
10091,0.01,0.324742885445698
10092,450,6.05207831116671
10093,194.29,5.45948170227901
10094,193.15,5.22275070337239
10095,62,4.26171029482978
10096,489.99,5.89065922084562
10097,99,4.10245609951624
10098,45,3.91402611379231
10099,134.95,4.88734014215803
10100,199.99,5.36190714933578
10101,264.99,5.62049183051402
10102,349,5.97955735048036
10103,160,4.28053824005793
10104,295,5.63921913767162
10105,199,5.30600198908766
10106,279.95,4.99695722934267
10107,149.95,4.85757294410893
10108,290,5.69606812819076
10109,339.99,5.88394073777729
10110,99,4.64143083491215
10111,320,5.37124986498278
10112,255,2.18044283023565
10113,114.99,4.71016450227907
10114,250,5.22379901191478
10115,250,5.44590768689407
10116,549.99,6.16915518599873
10117,215,5.38078218332443
10118,325,5.8058534501115
10119,199.99,5.24013520159133
10120,250,4.42136338857803
10121,249.99,5.34123925861679
10122,299.99,5.40044763433521
10123,159.99,4.73061131919473
10124,9.99,2.89783864227376
10125,125,5.14910136604216
10126,344,5.48767934102493
10127,100,4.12830598930606
10128,250,5.44591435368583
10129,175,5.45022245059222
10130,100,4.60781737387672
10131,150,5.1317476730453
10132,119.99,5.50148358307714
10133,225,5.29407526801495
10134,49.49,3.73579060094525
10135,225,4.04892564590568
10136,389.99,5.78314430153122
10137,255,5.49967225480006
10138,25,3.40279365265988
10139,274.99,5.6712704528028
10140,0.99,1.7313270201953
10141,185,4.99234226526131
10142,250,5.49337664117785
10143,99,4.60560741397746
10144,215,5.49966604900331
10145,58,3.79457465133334
10146,187.5,5.44447013727647
10147,189.99,5.31789987003066
10148,229,5.76587760266446
10149,159.93,5.34626188450245
10150,89.95,4.40226972579879
10151,60,4.1704061558147
10152,0.99,0.677341252948594
10153,639.99,6.12586759993238
10154,40,3.88795790571075
10155,284.99,5.46727796793954
10156,29.99,3.44129663308878
10157,49.99,3.70395413667126
10158,139.98,5.24358792918005
10159,199,5.27822275790491
10160,294.99,5.80121590274508
10161,499,6.20629469792962
10162,50,3.95760218732671
10163,299.99,5.94179552663097
10164,270,5.68020875339744
10165,80,4.37606303464025
10166,0.01,0.305026533819118
10167,399.99,5.71670154989641
10168,279.95,4.85144200884834
10169,50,3.99410479102874
10170,329,5.92540550983317
10171,187.5,5.44054873778991
10172,269,5.81785060910057
10173,50,3.88037063533427
10174,0.99,0.698201816457733
10175,65,4.19149840885935
10176,89.99,4.58395477234228
10177,149,5.03875109997203
10178,184.95,5.29500353593461
10179,99,4.69272296311993
10180,225,5.50484480522063
10181,200,5.37416794770565
10182,100,4.63843265857663
10183,319,5.75131799547119
10184,15,5.11585023705135
10185,99,4.66067075904543
10186,99.99,4.61261259056921
10187,174.95,4.72031995104541
10188,299,5.6161302564092
10189,0.99,0.693639367840906
10190,50,4.00590897287084
10191,215,5.37287986873432
10192,62,4.28999789730298
10193,250,3.49816320827356
10194,100,4.64523671673139
10195,200,1.03846973914256
10196,99.99,4.60799280759617
10197,404.99,5.73871255074931
10198,0.99,0.697689663865466
10199,50,4.04236556438834
10200,89.99,5.19108412273788
10201,49.99,3.93428057557401
10202,100,4.60586609277646
10203,79.99,4.5063155729997
10204,309.99,5.57859918575803
10205,415,6.0103054302227
10206,200,5.03738431298584
10207,269,5.82026248991308
10208,184.99,5.09844298338354
10209,50,3.94531358436174
10210,165,5.25102784882367
10211,25,2.47057893964538
10212,299,5.61952878831524
10213,99,4.48065843703382
10214,99,4.57204248597279
10215,374.95,6.17103684229297
10216,189,5.52661082156607
10217,75,4.3068287820174
10218,175,5.23403198590325
10219,480,5.90294835239113
10220,0.99,0.681013703503628
10221,465.99,5.99718613276548
10222,399.99,5.31520616114079
10223,0.99,0.681013703503628
10224,50,4.06065315106035
10225,70,4.37503519203271
10226,1,0.705799595613915
10227,299.99,5.48750306979772
10228,150,4.96047592875759
10229,187.99,5.77128114006961
10230,42,3.9445188996499
10231,399.99,5.8277050502932
10232,425,5.9906198898077
10233,0.99,0.581173394831632
10234,339,5.83744270344083
10235,164.99,5.43379914784155
10236,319.95,5.81958312098189
10237,99,4.48416576969432
10238,0.99,0.65113687141464
10239,398.99,5.82649447893525
10240,55,4.00301676395572
10241,99.99,4.85915784298585
10242,175,5.02503683110434
10243,140,4.94740301478445
10244,155,5.36949472327254
10245,300,5.65944627649259
10246,400,5.47755062752585
10247,1,0.805660945078673
10248,89.99,4.69079097995305
10249,114.94,4.66657907463303
10250,45,3.81991072869352
10251,89,4.5354894184223
10252,159.99,5.25377018554966
10253,200,5.31811786814105
10254,229.97,3.26389226262798
10255,0.99,0.582529763447398
10256,40,3.88245029952232
10257,499.99,5.48656561120735
10258,0.99,0.706206321268152
10259,150,5.15581363343169
10260,334.99,4.77049443607212
10261,250,4.55536035596934
10262,59.95,4.25288559023606
10263,50,4.03863824077012
10264,225,3.6234042813207
10265,80,4.40333258847097
10266,320,5.93886387553252
10267,335,5.89377373364535
10268,200,5.29738526124599
10269,100,4.38638849645976
10270,29.99,3.1736377150541
10271,75,4.30573152455224
10272,305,5.7298877595484
10273,150,4.9579700389791
10274,144.99,5.09570549078626
10275,78,4.28599041586824
10276,19.95,3.39218020230691
10277,300,5.77214590419642
10278,100,4.59329563526463
10279,399,5.79449481196897
10280,329.99,5.56603055301873
10281,0.01,0.161019118733648
10282,199.99,5.44109001008512
10283,20,4.2131517227869
10284,100,4.8961073670894
10285,0.01,0.291356736258679
10286,41,3.59776277459379
10287,439.99,5.90414353010946
10288,74.99,4.30004295851449
10289,250,5.23852388862665
10290,50,3.96401744183316
10291,0.99,0.733862601786475
10292,0.99,0.966583544323204
10293,5,1.2217841511942
10294,19.99,2.91897514757084
10295,50,4.08552742120363
10296,89.99,4.56570493497374
10297,490,6.11002845137704
10298,99,4.73184158757877
10299,200,3.86770549552568
10300,39.99,3.81457203549728
10301,58,4.02743223816702
10302,225,4.23553773278458
10303,50,3.92104894230039
10304,200,5.40918551050806
10305,0.99,0.712307028906216
10306,80,4.30869007158855
10307,250,5.74831491492117
10308,325,5.75658644392634
10309,25,3.33146224876955
10310,100,4.53286024408962
10311,185,5.12531029081055
10312,305,5.72212646653779
10313,99.99,4.73843453412645
10314,500,5.49024315064205
10315,350,5.88965371567371
10316,187.99,5.79689633385576
10317,109.98,4.89630727775852
10318,9.99,2.38964300052453
10319,345,5.8247869268942
10320,350,6.22318030265864
10321,19.95,2.88146183184732
10322,5,2.61905048827804
10323,100,4.53252591046702
10324,70,4.22966386190106
10325,124,5.10843788661172
10326,125,4.80735932471501
10327,0.99,0.68466246325848
10328,80,4.32424453649628
10329,97.5,4.57546908172688
10330,0.1,0.424103008487105
10331,100,4.30398864951155
10332,375,5.92761312706025
10333,20,3.41994639907832
10334,99.75,4.25245870249467
10335,250,5.11777789048684
10336,70,4.42925242382909
10337,100,4.66916675540653
10338,400,5.99230033240944
10339,48,3.98087221188666
10340,0.99,0.683073110746843
10341,40,3.2699120761104
10342,295,5.62034676962754
10343,130,4.87361763806984
10344,310,5.71491951282828
10345,80,4.40762812892231
10346,250,5.46674485271386
10347,150,4.61049543857374
10348,99.99,4.78530755963998
10349,40,3.73077656616647
10350,75,4.36349348043973
10351,140,4.39483891556244
10352,50,3.74296846366195
10353,292.5,5.67985554285249
10354,100,4.90962033004376
10355,74,4.4248393641805
10356,134.61,4.94335800110548
10357,100,4.43278154085587
10358,125,4.92025135260773
10359,275,5.44585736283909
10360,0.99,0.688194789238284
10361,75,4.51325762609576
10362,189.99,5.38436229945359
10363,149.99,4.91464212244892
10364,75,4.45030174844755
10365,1,1.0238845076367
10366,99.99,4.62785225347051
10367,199.99,5.28808668882871
10368,149.99,5.06466618743058
10369,339,5.77647208497931
10370,99,4.54629455072559
10371,0.99,0.542867559987813
10372,75,4.3277114554006
10373,120,5.02403433450996
10374,185.49,5.36342863847378
10375,350,5.85835556769414
10376,150,5.05272322894743
10377,179.96,5.19306693070006
10378,242,5.25070118829076
10379,9.99,2.45485703703356
10380,50,4.23972159259812
10381,389.99,5.94307726136021
10382,95,4.66541406888219
10383,264.95,3.99990339569059
10384,75,4.33585017856287
10385,15,5.22358683743285
10386,165,5.46534583447925
10387,49.99,4.0789993158048
10388,187,4.91917684459573
10389,100,4.60071962181116
10390,15,5.22460326311032
10391,29.99,3.74522626759187
10392,150,4.59590123744056
10393,71,4.45370913065406
10394,200,5.32907462813029
10395,90,4.61374123055268
10396,150,5.0242132990151
10397,0.99,0.690323559638922
10398,0.99,1.18384393560581
10399,299,5.55241905956483
10400,30,3.03543534594266
10401,0.99,0.688188440018641
10402,0.01,0.278488710631333
10403,0.99,0.673641632234667
10404,179,4.23417818162242
10405,75,4.34809389725317
10406,70,4.3225460645611
10407,99.99,4.55494672877777
10408,99.99,4.51019660966612
10409,175,5.44578596568344
10410,400,5.69523728695075
10411,150,4.90950156621223
10412,90,4.73512606151643
10413,120,5.57192051936323
10414,280,5.43806030045858
10415,33,3.61969908397946
10416,89.99,3.96002300316692
10417,115,4.85749731113565
10418,130,4.7610334329487
10419,9.5,2.72143114647679
10420,0.99,0.679977461928954
10421,0.99,0.642960012114377
10422,0.99,0.798365392876873
10423,350,0.643407624866092
10424,249.99,5.43021805579331
10425,200,5.00401741357096
10426,310,5.61468494599665
10427,245,5.13942976028575
10428,458,6.10475556796053
10429,265,5.4576237070744
10430,89,4.18006701324745
10431,0.99,0.646675775067945
10432,228.59,5.59090881559412
10433,249.97,5.3456250429796
10434,249.99,5.30440204816124
10435,250,5.38364296046866
10436,500,6.10280347301012
10437,100,4.3714549116626
10438,1,1.23041700131155
10439,299,5.51524096722402
10440,340,5.44242670241516
10441,0.99,0.716776711169584
10442,9.99,2.94347890128391
10443,50,3.99842341122188
10444,25,2.95719736570806
10445,99.99,4.55285712656837
10446,0.01,0.313496053526849
10447,248.18,5.32654662945834
10448,50,3.79891359252133
10449,200,5.14605403253621
10450,0.99,0.687900959076924
10451,185,5.50624981342185
10452,1.99,0.921083339518648
10453,325,5.807192745512
10454,125,4.95564338084409
10455,190,1.04805146827287
10456,150,5.08117271877509
10457,125,4.77203755709113
10458,229.99,5.2907944058419
10459,0.99,0.945480628537675
10460,0.99,1.665831418839
10461,400,5.90143050822942
10462,199,5.23211039833321
10463,40,4.1340549539212
10464,75,4.39367986303539
10465,188.99,5.39166371341664
10466,99.94,4.68967802839027
10467,249.98,5.51217632421307
10468,299,5.60330890114737
10469,225,5.29222627644162
10470,19.99,2.71359542581399
10471,110,4.65679449012356
10472,200,5.1024986679685
10473,249,4.89305076196432
10474,125,4.93832560004961
10475,1,0.664483885155094
10476,60,4.16606765069073
10477,179.99,5.39771399827477
10478,5,1.1557727047651
10479,90,4.60955042590272
10480,0.99,0.958061988574261
10481,50,3.98655471014305
10482,115,4.92773580538113
10483,249,5.5382451906041
10484,50,4.10772407340867
10485,252.99,5.3684474118863
10486,1,1.79523002221676
10487,80,4.58913398730252
10488,40,4.86066716096753
10489,100,2.34478768963247
10490,408,6.06892364048546
10491,5,4.36814992930029
10492,125,4.79066822239578
10493,49.99,4.1126996011799
10494,124.95,4.53884584306412
10495,159.99,4.80407845818888
10496,130,4.92359023645571
10497,0.99,0.688174404901535
10498,89.99,5.29975770352846
10499,111.5,4.622456655655
10500,315,5.42576687606875
10501,199.99,5.01376496212304
10502,160,5.21512895766253
10503,184.99,5.47036857011583
10504,150,4.67494738467877
10505,75,4.56210443229409
10506,200,5.36592513338905
10507,118,4.82618021430471
10508,199.99,5.40659171265658
10509,250,5.5113428672847
10510,99,4.63741250032792
10511,150,5.00122212049723
10512,79,4.80144843201252
10513,399.99,5.9379619429356
10514,59.99,4.23482004785172
10515,210,5.33568290496053
10516,92.49,3.34300760259046
10517,99,4.73875738449043
10518,154,5.4294193306415
10519,149.99,5.01556789604269
10520,169.99,5.37020747750864
10521,120,4.69165452554011
10522,195,5.6327464429809
10523,425,5.92030823393323
10524,200,5.37677393576538
10525,300,5.55127554653686
10526,69,3.9415776875046
10527,300,4.02943477599068
10528,149,4.07855083870293
10529,150,4.24982662767822
10530,110,4.78786261436238
10531,99,4.60415547140409
10532,224.98,3.67647595311808
10533,99.99,4.64751302818055
10534,89,4.62923235363179
10535,380,5.70364428489601
10536,149.99,5.05324117078711
10537,14,5.2697887938373
10538,120,4.92420758978129
10539,149,5.36005596147735
10540,99.99,4.64165110824681
10541,400,4.9421324646314
10542,0.01,0.270509748650552
10543,0.01,0.346010524723601
10544,475,6.1242846912997
10545,99,4.54521232653389
10546,394.99,5.80764138623998
10547,175,5.20802979379225
10548,50,4.09612663416715
10549,300,5.63644291197117
10550,399.99,5.56176392573014
10551,9.95,2.34750131509868
10552,59,4.20072218222693
10553,50,3.90385532289587
10554,234,5.41804299915182
10555,349.99,5.89829978436166
10556,72,4.43309675261962
10557,170,5.21043355546043
10558,0.99,0.828221638858807
10559,325,4.90578145429644
10560,140,5.73760401507401
10561,0.01,0.349915553368542
10562,147.59,5.08317442936392
10563,399.99,5.73219888447645
10564,95,2.81489467459339
10565,499,5.81507693398285
10566,45,3.3721489634461
10567,125,4.18360922020496
10568,82.95,4.55627883395936
10569,150,4.07089145625628
10570,0.99,1.23706828351075
10571,199.99,5.34337035517269
10572,185,5.1839521523298
10573,201.99,5.19817046847791
10574,289.99,5.4107476389921
10575,219.99,5.34066079673748
10576,89.99,4.58963943049046
10577,279,5.57362978874117
10578,150,4.83613632399078
10579,0.99,0.688232884556144
10580,49.99,4.18339540996879
10581,75,2.4398363691449
10582,149.99,5.08870223312275
10583,275,5.45639725970707
10584,249,5.53784537731825
10585,0.99,0.689501944908628
10586,198,5.1576378603215
10587,300,5.92784477291011
10588,111,4.92464862868857
10589,100,4.74488091185568
10590,410,5.8220033046486
10591,150,5.11123093035631
10592,300,5.60726020820093
10593,100,4.64428879471895
10594,60,6.15311594128454
10595,113,1.07972906716994
10596,155,5.59086169495441
10597,90,5.50676895972908
10598,180,4.88236672259747
10599,99.99,4.38968690115825
10600,30,3.67329319293203
10601,699.95,5.59691698078781
10602,275,1.28997468534178
10603,94.99,4.17942464391061
10604,0.99,0.881878263548554
10605,550,5.99873657116479
10606,0.99,0.694578551206297
10607,210,2.84955862583532
10608,179,5.09144716625546
10609,80,5.42398809003265
10610,155,5.25141482803314
10611,150,5.03150598843893
10612,209,5.34573808202822
10613,439.99,5.89953426755134
10614,349.99,5.89584533462286
10615,200,5.0112590692252
10616,150,4.69665076670065
10617,0.99,0.686976766776849
10618,100,4.49422007120795
10619,395,4.79614453237134
10620,9.99,2.54615996084661
10621,125,4.67475989394759
10622,208.99,5.39447048715777
10623,9.99,2.58730865025149
10624,0.01,0.310661263002053
10625,559.99,6.27789948864536
10626,60,4.0869408904936
10627,39.99,3.82104151787601
10628,175,4.33241808813222
10629,229.98,5.41983974665016
10630,180,5.24190342663473
10631,0.01,0.28503913004639
10632,120,5.32899947379212
10633,50,4.12235700239499
10634,145,4.80966460764988
10635,9.95,2.59102918609158
10636,299,5.58302148971521
10637,560,6.32540140565177
10638,159.95,4.47186892782598
10639,49.95,4.04723111355762
10640,0.99,0.701984803237636
10641,159,5.03183324696668
10642,50,3.80529584360362
10643,560,6.32104445385812
10644,549.9,6.00868825588211
10645,80,4.67955201407679
10646,149.99,5.07118226848293
10647,449.99,5.84119667479519
10648,79.99,4.37484167041858
10649,227.95,5.49439865462595
10650,785,6.0716535107515
10651,186,5.44147551310594
10652,200,5.24146782906246
10653,200,5.38597602079905
10654,220,5.15757865803072
10655,349.95,5.79758176665032
10656,225,5.30945759731542
10657,0.99,0.687905804534021
10658,100,2.97545537320913
10659,0.01,0.0916037215223085
10660,329.99,5.88893703328159
10661,55,3.80721925216306
10662,100,4.57877449007284
10663,250,5.14043956724474
10664,180,5.23209205356882
10665,127.99,5.49569191328441
10666,0.01,0.197716959562439
10667,89.99,5.30317838963443
10668,469.99,5.64474104661943
10669,0.99,0.954493012012008
10670,50,4.07433733214875
10671,400,2.03765859186661
10672,99.99,4.69777994677741
10673,179.99,4.33682300405313
10674,222.72,5.48115654683097
10675,280,5.71115772865552
10676,285,5.39112229764532
10677,79,4.53828090138956
10678,99,4.7039815413815
10679,387.45,5.19864771117127
10680,239.99,5.17482123544033
10681,175,5.51691588941628
10682,438,6.32029655339311
10683,140,2.89214264483733
10684,139.99,5.13117462392506
10685,99.99,4.84035948100517
10686,199,5.40326615917096
10687,80,2.92242186206662
10688,0.99,0.544008528853343
10689,200,5.27019018771814
10690,185,5.15508345693107
10691,449.99,4.7345251723873
10692,49.99,4.16953030123668
10693,259.99,5.48536607558235
10694,149,5.05381446925003
10695,175,3.11677472885159
10696,150,4.9089205219666
10697,50,3.87016182603986
10698,1,0.511954285140139
10699,9.99,2.4787275989399
10700,319.99,5.65948803900691
10701,194.95,5.32215068349723
10702,80,4.00447298976909
10703,218,5.18758813554175
10704,0.99,0.967895574005585
10705,210,3.78382260622902
10706,150,2.60603592211918
10707,429,5.25626807068389
10708,0.99,0.669977795984488
10709,215.99,5.38509249485262
10710,219.99,5.6842826201448
10711,199.99,5.41915223643078
10712,0.99,0.674162005240445
10713,9.99,2.48098228880494
10714,112,4.52779877034292
10715,89.99,4.57916982291654
10716,80,4.27859293564505
10717,288,5.68742900378108
10718,159.95,5.36917992386198
10719,319,5.85484539658941
10720,10,2.43361167227564
10721,99.99,4.62924701956015
10722,244.96,4.38581971234116
10723,56,4.06753058805327
10724,340,5.63110414605042
10725,129.99,5.06223078279566
10726,0.99,0.688139651278225
10727,150,5.04526204789384
10728,79.97,4.36905242249957
10729,0.99,0.69514169909708
10730,300,5.65966165043684
10731,459,5.12598744941952
10732,99.99,4.5583333430856
10733,209.99,5.4165983344764
10734,19.99,3.20145403777558
10735,80,4.5747636310761
10736,99.97,4.58461533195835
10737,220,5.53137156141474
10738,350,5.3863228222643
10739,169.99,5.2895463912326
10740,100,4.78295743442497
10741,199.97,5.03269315530821
10742,559.99,5.9487200756108
10743,90,2.92616512854947
10744,320,5.46463348047632
10745,174,5.17650019016616
10746,400,5.56777303291766
10747,209,5.37690150489273
10748,350,3.97714106740348
10749,95,4.04608686406458
10750,0.99,0.688144663820049
10751,200,5.13497139277292
10752,265,1.84060802485622
10753,0.99,0.685105699958587
10754,149.99,5.18186307194479
10755,199,5.38587017976367
10756,125,4.31399117262334
10757,75,4.21985641810931
10758,0.99,0.686778270120635
10759,99.99,4.8342844444951
10760,150,2.96965795689834
10761,0.99,0.952026558980023
10762,449.99,3.86789184389492
10763,180,5.09632374703046
10764,400,5.48867477237149
10765,249.99,5.51215690885823
10766,199,5.02354121857501
10767,614.99,5.86858426289276
10768,1,0.703468518733755
10769,0.99,0.696938767656002
10770,260,5.55704255929731
10771,265,5.5903242514336
10772,129.99,4.62825480526106
10773,50,4.13554867749325
10774,266.05,5.18008906014026
10775,485,6.07170088005894
10776,171,5.53772111880571
10777,76,5.43466184860739
10778,10,1.93670177204747
10779,50,3.91944872188415
10780,129,4.75202597351147
10781,0.01,0.324346925211038
10782,1,0.690703733505696
10783,350,5.91292026672309
10784,50,4.17428516178785
10785,164,2.21722184937753
10786,249.95,4.744032648066
10787,339,5.22930445312021
10788,200,5.59074930233031
10789,160,5.18534930298256
10790,50,3.91035816431701
10791,395,4.55258432039255
10792,550,5.56140961315279
10793,800,4.23726306505996
10794,525,5.70608511903854
10795,175,5.03810509574319
10796,199.99,5.30787709137102
10797,349.99,5.80799905612959
10798,50,3.94767909491824
10799,239.99,5.51182692596043
10800,565.95,5.83862444275108
10801,180,2.34046278439195
10802,0.99,0.597393578341624
10803,630,6.42930170059819
10804,89,5.45978290320286
10805,399,5.81417618090541
10806,232.99,4.63062015181941
10807,167.38,4.81102578452982
10808,65,4.24138397637976
10809,299,5.56031991975456
10810,0.99,0.688134638736401
10811,160,5.109765874617
10812,346,5.84747680864375
10813,0.01,0.283522019618211
10814,50,3.7119654156013
10815,299,5.7804516376332
10816,0.99,0.623269054333522
10817,0.99,0.681624069380722
10818,249.99,5.66195021418274
10819,175,5.20550407159891
10820,0.99,0.68065267774528
10821,129.99,5.35355697919276
10822,0.99,0.688137980430951
10823,239,5.47280630729526
10824,250,5.44769305162212
10825,150,4.64245897183917
10826,75,4.07572581041355
10827,319.99,5.69722705822518
10828,249.97,4.43113226046743
10829,188,5.50423569228165
10830,300,5.80700528135217
10831,199.99,5.5227784454278
10832,160.57,4.79515600841682
10833,182,5.61075913001405
10834,300,5.67338887206478
10835,109,4.60443879428092
10836,125,0.624927861241683
10837,37.98,4.23941821983414
10838,400,5.33348388854913
10839,529.99,6.17531554744979
10840,0.99,0.811845988494417
10841,79.99,4.33994993424466
10842,119.99,4.73527668638811
10843,100,4.44335921847627
10844,0.99,0.593990409911714
10845,649.99,5.50911681930625
10846,399.99,5.94714400357614
10847,299,5.67056393706726
10848,150,4.88981414715578
10849,258.98,5.5092679098637
10850,279.99,4.84879665690641
10851,150,5.44277015876953
10852,350,5.84745376041465
10853,75,3.94505284660217
10854,0.99,0.629222223670708
10855,0.99,0.807374987016337
10856,249.99,5.45168283347042
10857,200,4.79270431936964
10858,100,4.774575359168
10859,90,4.70746563014501
10860,375,5.69175574887416
10861,0.99,0.685168171678097
10862,250,5.45415148122711
10863,0.99,0.6623758501905
10864,185,5.32952302485868
10865,579.99,5.78564846707317
10866,0.99,0.737099608115118
10867,500,5.0928128526559
10868,107,4.46971458882113
10869,300,5.35225795078838
10870,159.99,5.13651018715902
10871,45,3.72219420420509
10872,249.99,5.56741713596294
10873,279.99,4.87599692198611
10874,276.99,4.85089752423429
10875,95,4.69976482814574
10876,10,2.2077417181735
10877,379.99,5.83151238422422
10878,275,5.27052586139737
10879,145,3.91028780578036
10880,275,5.54690864101957
10881,0.99,0.676040351912485
10882,200,5.2156083346204
10883,439,5.80662351260354
10884,379,5.97468713073551
10885,0.99,0.688416677756341
10886,350,5.43728245219997
10887,180,5.3701510949395
10888,194.85,5.42681901356816
