"UniqueID","startprice","startprice.log.predict."
10889,360,5.84555704349572
10890,500,5.44712190812122
10891,463.26,5.63420573062582
10892,0.99,0.68283414364947
10893,99,5.44968138116311
10894,795.99,6.17504914683109
10895,259.95,4.532396671986
10896,275,5.62839741747449
10897,100,4.67215853424601
10898,100,4.79632242069405
10899,0.99,1.09639913306144
10900,300,2.56006626040088
10901,125,4.88697855274098
10902,199.99,5.42275275749761
10903,244.97,5.50036978778216
10904,249.97,4.88852535962819
10905,175,4.76713190088179
10906,199.99,5.25478013709482
10907,75,4.37862111388171
10908,500,5.47451197640793
10909,660,6.07836327034114
10910,359.99,5.87223690832104
10911,525,5.79538711562019
10912,0.99,0.68808291434512
10913,0.99,0.62361670491311
10914,209.85,5.35651406715147
10915,299.99,5.40113888829569
10916,149.97,5.42279653010841
10917,179.99,4.76766342159405
10918,174.99,5.22817765913802
10919,250,5.44878101298384
10920,250,5.56217685290174
10921,349.99,5.20498532516542
10922,200,0.662946754990277
10923,10,1.81070756390135
10924,449.95,5.70192060941884
10925,350.25,5.69852672969843
10926,260,5.49290961217939
10927,479.99,5.43354208307896
10928,154,5.53511261651866
10929,239,4.37133490745732
10930,376,5.76860733090202
10931,0.99,0.712179252896394
10932,385,5.58459660398956
10933,322.99,5.92462638487836
10934,162,5.51618630178876
10935,675,6.4508811528839
10936,10,3.16571594384311
10937,120,4.25710824135239
10938,229,5.62625395042521
10939,459.99,4.30671294048451
10940,350,5.5724027877115
10941,149.98,4.49451780300142
10942,105,4.65347659109629
10943,120,4.53930966864741
10944,25,3.84306103445343
10945,449.99,6.02819229956773
10946,318,5.6450728063871
10947,400,5.3741393733932
10948,110,4.73543213714685
10949,200.29,5.45407355888879
10950,339.99,5.87020034483468
10951,829.99,6.35799517210523
10952,150,1.58188405821069
10953,529.99,5.94506333414239
10954,300,5.99548694732795
10955,70,3.00192865493044
10956,279.99,5.90207769268886
10957,241.88,5.49546183266588
10958,0.99,0.663943606944569
10959,115,4.7684786003529
10960,499,4.23316248500753
10961,375,5.63950291536797
10962,499,6.28690589562758
10963,80,3.90807062086154
10964,193,5.57292567726828
10965,99,4.82637685125616
10966,0.99,0.670613092255656
10967,399.99,5.16086954258058
10968,174.99,5.51974838061194
10969,159.99,5.2262540477095
10970,259.99,4.72654753644064
10971,175,5.21197184803016
10972,199.99,5.05517343159385
10973,180,4.18145729501255
10974,200,5.15546850099665
10975,359,5.88629678480979
10976,350,5.79980543730939
10977,279.99,5.391495092824
10978,139.5,5.30716633196099
10979,549.99,5.64504251566666
10980,334.99,5.90849093230431
10981,279.99,4.90152361191028
10982,900,6.36029514648679
10983,510,6.06582659430438
10984,235,5.41747422106578
10985,389.99,5.97131417346656
10986,439.98,5.95115982531731
10987,462.89,6.19019673222021
10988,0.99,0.848527150199871
10989,299.99,5.94546308638312
10990,239.99,5.35662372226252
10991,300,5.58259356474581
10992,110,2.81730360904229
10993,299.99,5.65455817284989
10994,150,5.19939730543415
10995,379.95,5.93940808008938
10996,227,5.12511817208279
10997,99,4.7782214698934
10998,0.99,0.676954622739977
10999,387,5.65163965980443
11000,550,4.6263586905024
11001,249.99,5.33115307332471
11002,179.95,5.46660108388282
11003,589.99,6.17541340809966
11004,169.99,4.93886562386815
11005,176.27,5.27287493129922
11006,339,5.13135932653201
11007,80,4.84271902595141
11008,165,4.68369293404567
11009,130,3.33548684999807
11010,388.3,5.36819020767685
11011,179.95,5.26740168611342
11012,429.99,5.99481062003648
11013,500,6.03436339972202
11014,460,5.66513050933832
11015,173,5.30395050881619
11016,220,2.10333124276558
11017,245,5.33263666752056
11018,249.99,5.48168872993212
11019,720.12,5.36819020767685
11020,300,5.6003139417779
11021,500,5.42055456320692
11022,289.99,5.47169615705842
11023,200,5.3678938058178
11024,298.97,3.94018883053996
11025,160,5.06011775565873
11026,229.99,5.46584744812161
11027,149.95,5.01302818949293
11028,24.99,3.72522929695133
11029,108,5.63235526011717
11030,99.99,4.86519480600796
11031,229.99,5.75736039217191
11032,234.99,5.25925916318014
11033,152,3.24014833811306
11034,699,5.62873286303761
11035,475,6.03985179165745
11036,209,5.29683284708625
11037,90,4.83776528926752
11038,85.95,4.8404654478821
11039,0.99,0.668712371165844
11040,320.99,5.92580602936541
11041,339,5.99255752997413
11042,528,6.09156042438241
11043,0.99,0.49781351580077
11044,146.99,5.38942580538885
11045,539.95,6.17660958171186
11046,92,5.02660414159658
11047,199.99,5.22723005237753
11048,160,5.48865994201228
11049,349,5.90103852331936
11050,84.99,4.83973880450929
11051,225,5.25889270592851
11052,180,3.76364931708747
11053,450,6.01423694820421
11054,100,4.55545329096092
11055,100,4.66477259833875
11056,250,5.35421083249918
11057,300,5.41903930682834
11058,517.89,6.35926031740416
11059,500,6.33045264619863
11060,397.75,5.37265804996762
11061,200,5.34910348115739
11062,239,5.47436481609687
11063,259.99,5.41177462699263
11064,250,5.48365580112056
11065,429.99,4.71687673891686
11066,99.99,4.75616953665903
11067,549.99,4.68933396970187
11068,294.99,5.3057891445144
11069,189.99,5.6193469728374
11070,398.99,5.4673659594858
11071,429.99,5.63559279005981
11072,199,4.60222959385351
11073,495.49,6.23064927466129
11074,249.59,5.62026758250975
11075,250,5.50691733643748
11076,99,4.79159650133915
11077,108,5.60371383522009
11078,225,0.688188607103368
11079,350,5.38563711200225
11080,82.98,4.85736971129342
11081,190.45,5.51306390321274
11082,101,4.78324169076984
11083,415,6.01952702110637
11084,469,5.93132798126273
11085,0.99,0.67596015544359
11086,249.99,5.61839113158697
11087,227.88,5.19558131638662
11088,350,5.77574978041876
11089,199.97,5.47664692859255
11090,280,5.43459368051739
11091,172,5.62760685484697
11092,199,4.67584707293293
11093,199.99,5.33132662487668
11094,449,5.90098836255471
11095,349.99,5.21364970096495
11096,0.99,0.415664261998229
11097,300,0.695088134310955
11098,310,5.95551436126924
11099,1,0.614064526574863
11100,0.99,0.568810408229419
11101,215,5.50308786455935
11102,0.99,0.690224859114607
11103,170,5.17688888427035
11104,257.83,5.85298371222886
11105,303.67,5.38959456786768
11106,258.88,5.42363898135986
11107,160,5.30405646897905
11108,196,5.52816321012718
11109,174.99,4.6245237399318
11110,550,6.0773730485382
11111,100,4.85982188802463
11112,424.95,6.22587162428595
11113,500,5.56068298610333
11114,120.02,4.7811797091064
11115,0.99,0.668329222549528
11116,110,4.61510086606986
11117,25,2.71501154427575
11118,469.99,5.90247551202855
11119,389.99,5.95366614515701
11120,325,5.38401076773818
11121,426.99,2.20669856162838
11122,0.99,0.688186769171366
11123,449.99,5.9888912076135
11124,198,5.39360121370651
11125,319.95,5.80009119226395
11126,419.99,5.70915293765748
11127,150,2.26669317297814
11128,400,5.68331284226345
11129,350,5.34017465903047
11130,495.99,5.96274663552258
11131,500,5.98644805620365
11132,339,5.91722804623287
11133,300,5.39556886917698
11134,99,4.74106266701584
11135,289.95,5.44761896870614
11136,549.95,6.01652216056431
11137,229,5.71631818872288
11138,259,4.87266607226296
11139,149.97,5.06213870339651
11140,649.95,6.21442389945987
11141,615.99,6.27234902888853
11142,0.99,0.644075264867587
11143,270.99,5.91746520851314
11144,175,4.89847673992336
11145,430,5.76392562806463
11146,379.99,5.93590034446686
11147,299.95,5.6706032306281
11148,600,5.59576276816474
11149,275,5.37409469165719
11150,585.99,6.07279662178359
11151,550,6.24030177116765
11152,245,4.98595106690287
11153,180,5.36951464356341
11154,329.99,5.92978846630242
11155,250,4.70858450379907
11156,299.99,4.77171303513563
11157,165,1.91531007787203
11158,175,5.27946873256789
11159,260,5.28343594652889
11160,340,5.73167338097642
11161,174.99,5.09150291868106
11162,388.99,6.02401931549455
11163,90,4.94006593850177
11164,349.99,5.60218941425368
11165,400,5.77659320482636
11166,299.99,5.15601173107915
11167,375,5.90906054741848
11168,443.09,5.95141040301926
11169,155,5.21823866763837
11170,128,5.41257503509775
11171,275,5.64123631549233
11172,149.99,5.49008417975547
11173,149.59,5.08011514803556
11174,209.99,5.2811871877676
11175,290,0.693625437619449
11176,789,6.32792793629384
11177,224,5.60337156331954
11178,239.88,5.60153193190201
11179,252.88,5.44776086186187
11180,0.99,0.609855578513269
11181,159.99,4.68154865663086
11182,639,6.17280730206256
11183,619.99,6.01964193360034
11184,499.99,5.93507607151577
11185,429.95,5.93957956953895
11186,325,5.80973010688427
11187,535,5.52226862899506
11188,289.99,5.4869740794664
11189,454.68,6.02314720247545
11190,104.7,4.62760476788474
11191,649.99,5.53678080428074
11192,450,5.98408069269443
11193,155,5.13100048122139
11194,310,5.48673461801091
11195,250,0.804208230532706
11196,149.99,5.09161100324967
11197,679.95,6.22692367945827
11198,396,5.61284968255017
11199,0.99,0.686826223437414
11200,379.99,5.93635958711911
11201,105,4.99778877417137
11202,119,4.94077646767707
11203,379.99,5.41717484665945
11204,15,5.29333980208071
11205,549,6.17432509581591
11206,439.98,5.94525307331721
11207,124.95,5.2829757269522
11208,263.99,5.74622479481538
11209,400,5.37095113668608
11210,575,5.83278814487301
11211,454,6.00307783251337
11212,450,6.10367003641345
11213,0.99,0.628717289424067
11214,749,6.28449388417366
11215,550,5.66567350048165
11216,300,1.41808955855526
11217,624.99,6.37552850645235
11218,349.99,5.89364861625584
11219,430,6.01541090950135
11220,449,5.73458271718464
11221,279,5.12785285596331
11222,367.97,5.27341058566585
11223,179,4.2679632946827
11224,679.99,6.1850213247275
11225,499.99,6.11348244375623
11226,375,5.80793840846151
11227,558.17,5.83280654930401
11228,159.94,5.4030117674323
11229,425,5.61921062627792
11230,248,5.63283637071443
11231,0.99,0.774149736686329
11232,200,0.788311500333884
11233,199.99,5.21235261565282
11235,0.99,0.781649103226055
11236,0.99,0.684564244863432
11237,250,1.05115063688439
11238,639,5.97177734191775
11239,99,5.05742672097428
11240,119.99,4.88631067073477
11241,100,4.7913664723159
11242,393,5.64816084558046
11243,100,0.90741673198934
11244,159.99,5.79593256685932
11245,0.99,0.643094769214642
11246,259.99,5.3479126605794
11247,349,5.85586849728151
11248,184.99,4.98884600519271
11249,0.99,0.700124487488091
11250,9.99,5.10450077083546
11251,153.99,5.32988668008405
11252,389.99,6.08840930085534
11253,384.99,6.08021138996882
11254,579.99,5.9294413159418
11255,599.99,6.25056128600798
11256,0.99,0.674457438575132
11257,198.98,4.99159054744012
11258,150,0.669679498873163
11259,490.95,5.89025689861659
11260,260,5.11409981427621
11261,179,5.48603553851876
11262,575,1.60252101019479
11263,200,5.42578828280641
11264,670,6.07590286364516
11265,380,5.78346712025451
11266,350,5.32095958328769
11267,215.99,5.45416100842325
11268,439.99,6.09365979592218
11269,358.87,5.3402339891212
11270,939,6.36883586826055
11271,279.99,5.43044447952452
11272,575,6.07791207184894
11273,544.49,5.09229115482062
11274,515,2.5325177239889
11275,142.25,5.2691962883866
11276,349.99,5.46074840625985
11277,0.99,0.685760993658811
11278,300,0.776991889683276
11279,249,5.36605366347038
11280,95,4.8613877027302
11281,25,2.54187743487796
11282,561.53,5.07388624494766
11283,948.98,6.18842369606222
11284,300,5.65814768199585
11285,320,1.60642945815837
11286,424.55,6.07105339005119
11287,540,5.44200510353006
11288,300,5.71157568987248
11289,0.99,0.717885278055878
11290,349.99,5.2139451917229
11291,299.99,5.63704874549642
11292,799.99,6.19838945403318
11293,100,4.23143703014079
11294,165,5.50899910679554
11295,425,6.06487214117403
11296,70,4.29687428664415
11297,349,5.92478369074557
11298,280,5.60582560216077
11299,499,6.09976311081092
11300,650,5.56077218217637
11301,314.99,5.3776509648151
11302,149.99,5.10009045835703
11303,149.99,5.48795908946642
11304,220,5.45185112691021
11305,199.99,4.8468629992865
11306,798,6.25065092239125
11307,149.98,5.26400429588669
11308,520,5.56273677948893
11309,95,4.79222377376416
11310,351,5.59057196072987
11311,229.95,4.92230574233756
11312,189.99,5.06177881856178
11313,0.99,0.672988522527009
11314,259,5.58204563900518
11315,399,5.49058839223047
11316,104.99,4.88092902299743
11317,569,5.93942930582654
11318,214.99,5.55518362972513
11319,385,5.87739113003204
11320,199,5.21573868278604
11321,600,4.17381300863319
11322,134.34,5.46497072529293
11323,1,0.644277632707064
11324,79.95,4.46027817967168
11325,350,0.883924829800374
11326,40,3.68348891827986
11327,141.09,5.60074250948075
11328,375,5.65534991821352
11329,445,0.850700827716154
11330,0.01,0.302247186370975
11331,650,6.09946092599909
11332,45,3.82094652817132
11333,295,5.64481007057453
11334,560,6.22994787868008
11335,220,0.72881754868774
11336,599.99,6.19838945403318
11337,395,5.62507497719696
11338,379,5.95260270903225
11339,389.99,5.91588472639592
11340,609.99,6.22025100069488
11341,187.89,5.02525247997372
11342,175,5.1356663084087
11343,280.99,5.80911002166342
11344,0.99,0.676594942060013
11345,99,4.84502125094254
11346,215,0.923189534926758
11347,200,5.45002065052333
11348,295,5.50142089813929
11349,175,1.99730286797996
11350,499,6.18457335202906
11351,150,4.5246069751912
11352,425,5.45994290442915
11353,9.99,3.02822393137314
11354,300,5.79515481662933
11355,589,5.95480077896298
11356,575,6.17041775354522
11357,24.99,5.47409633373997
11358,320,5.5922361445805
11359,595,5.60830472824616
11360,200,2.47458532844001
11361,0.99,0.632134492971085
11362,285,5.42491289009399
11363,498.88,5.98050982365196
11364,350,5.26148259406498
11365,204,5.62636356403764
11366,125,4.62044768288551
11367,276.99,5.53312729710958
11368,0.99,0.544220603296295
11369,50,4.15098133732869
11370,459.95,6.09727367146687
11371,529.95,6.01423916898751
11372,265,5.34942315910278
11373,459.99,6.03828419732663
11374,360.24,6.01836022048017
11375,261.99,5.49873831164813
11376,573.74,5.62718055925467
11377,315,0.952593129295397
11378,340,5.53503768281526
11379,440,6.03825080357679
11380,180,5.38470008638362
11381,237.99,5.49909490333447
11382,439.99,6.1016209607821
11383,395,4.71855661894029
11384,598.98,6.02725229584948
11385,240,5.32035991492303
11386,150,3.97055320739381
11387,300,5.57855569912953
11388,300,4.82160132481101
11389,168,5.18946415706868
11390,212.99,5.03937851958838
11391,20,3.40604570748381
11392,639.99,6.14431910119173
11393,350,5.87866269018689
11394,498.88,5.98397870716851
11395,400,5.40734486610067
11396,279.5,5.75644859324484
11397,999,5.3106713400224
11398,298,5.09066957437493
11399,499.99,6.0065756375276
11400,149.99,5.03204372109251
11401,125,4.6876876923064
11402,275,5.56947053413514
11403,473.6,4.62826353460079
11404,520.9,4.89269888462413
11405,339.99,5.72019074613252
11406,0.99,0.578475658121023
11407,648,6.01589232402072
11408,648,6.01589232402072
11409,450,0.770076506869279
11410,220,5.43819937480719
11411,300,3.81771917182572
11412,195,4.95495261312927
11413,695,5.6050626397808
11414,0.99,0.654779909401269
11415,175,4.99317020233725
11416,0.99,0.659664891617585
11417,99,5.72753306222974
11418,375,4.87385751892827
11419,700,3.44115384009265
11420,150,5.05319377042504
11421,329,5.78076676885161
11422,1,0.669986771409791
11423,700,5.68927264570077
11424,200,5.0894663544886
11425,599,4.91780208995483
11426,525,5.93038870222089
11427,179.99,5.195575423461
11428,300,5.90567435316333
11429,290,5.68711047841019
11430,50,4.13752632300318
11431,325,5.57437390786125
11432,100,0.693861528339339
11433,150,4.94329676241042
11434,325,4.95499763632741
11435,100,4.5295915541441
11436,399,5.78056179898975
11437,180,3.35944098791003
11438,109.99,4.86893274658161
11439,110,4.35818295582013
11440,51.99,3.73186234160275
11441,14.49,3.15236673762684
11442,44.99,4.03169649449916
11443,30.99,5.27002796784569
11444,3.99,3.73186234160275
11445,8.99,3.73186234160275
11446,127.95,2.78103660168326
11447,220,4.26377354214989
11448,4.69,2.78103660168326
11449,9.99,4.9079201617974
11450,139.99,4.38402828756405
11451,69.99,4.65261901986437
11452,139,4.23272302517751
11453,350,5.32471479650202
11454,39.99,4.39230543095114
11455,9.95,4.38952938966382
11456,28,2.78103660168326
11457,70.99,5.018765823012
11458,255,4.80110977323429
11459,28.75,2.78103660168326
11460,339.98,5.85090170843403
11461,750,6.02274354511579
11462,0.99,0.688142992972774
11463,250,5.65935235945958
11464,332.5,5.6543914184922
11465,118.95,5.26159689659427
11466,149.99,5.4473921032571
11467,100,4.39254326887819
11468,199.99,5.20307824604851
11469,100,4.57017993032421
11470,75,4.14622096970229
11471,0.99,3.90610024358408
11472,215,2.71762230893322
11473,395,6.0496998679204
11474,0.99,0.655187530107174
11475,509,6.07438544572551
11476,155,5.21053602976839
11477,100,4.60923840967989
11478,375,4.54926495492406
11479,199.99,5.29357872313946
11480,289,5.65389316332553
11481,645,6.02443870396365
11482,265,2.65560029228933
11483,0.99,0.482299270631974
11484,450,1.57282608681871
11485,599.99,4.84257186924951
11486,729.99,4.90940190916737
11487,749,6.17592724889076
11488,729.99,4.76357250306955
11489,499.99,4.82369177010919
11490,225,5.07923188155411
11491,499.99,4.99718655479298
11492,599.99,5.06023664203243
11493,729.99,4.83312242830117
11494,350,1.64443213487079
11495,300,5.48568646921348
11496,350,4.23514122512311
11497,320,5.80841017516917
11498,425.99,5.10250249543678
11499,260,5.56235689703984
11500,237,5.55372816737564
11501,150,5.10099979139722
11502,180,5.03762029508832
11503,80,4.39247175848187
11504,100,4.81550830466867
11505,179,5.24393971115476
11506,144.95,0.811308857845835
11507,69.99,4.2468444220405
11508,315,5.6041551135994
11509,135,4.94731564515947
11510,235,5.67874064466506
11511,160,5.10663392251426
11512,235,4.92983048718055
11513,295,5.64786281148289
11514,219,5.39325218497284
11515,299,5.72223706765009
11516,280,5.66286278748992
11517,330,5.33962547437325
11518,180,5.19995251650636
11519,500,5.77128722880871
11520,205,5.30873109090874
11521,208,5.38838894769749
11522,419,6.00926521932767
11523,165,4.63138601893873
11524,650,6.37648539715894
11525,290,5.71987042122284
11526,347,5.57123942244369
11527,175,5.00602266200979
11528,400,5.02718571151149
11529,730,6.22128652975825
11530,150,5.04272122028211
11531,225,5.64939916421566
11532,325,5.50470788825695
11533,749.99,6.11482718587804
11534,225,4.89166056620603
11535,150,5.02819780208057
11536,128,4.99691169445692
11537,105,4.6420470995163
11538,175,5.05780683996428
11539,550,6.05385425915746
11540,349.95,5.88900363077653
11541,250,5.08348063341242
11542,145,4.5909381434681
11543,210,5.23990421703652
11544,90,4.59296728697659
11545,100,4.4701781195758
11546,331.99,5.8424718076689
11547,348.6,5.11617774273076
11548,308,5.7217069772301
11549,349,5.76061881666527
11550,70,4.66864379352565
11551,350,5.08133053692129
11552,710,6.04943046145435
11553,230,5.05831106053103
11554,275,5.25159741564712
11555,380,6.00409207897614
11556,399.99,5.89496605809425
11557,280,4.38427659064644
11558,220,5.21174940966728
11559,525,5.38682785942899
11560,149,4.35193924686683
11561,350,5.836968505274
11562,275,4.89257233684195
11563,300,5.76033438638693
11564,327.58,5.91870143837387
11565,250,5.31114601218569
11566,400,6.10253255130188
11567,420,5.9569594183788
11568,289,5.00953275061636
11569,375,5.92864662443155
11570,250,5.45363341175835
11571,525,5.88750664496302
11572,269.95,5.47216979262263
11573,455,5.85937894045459
11574,200,5.3368478748806
11575,149.99,4.48050612667901
11576,400,5.91007287892151
11577,315,5.0127876853854
11578,500,5.88584601163899
11579,70,4.28030853856727
11580,450,5.51050154795185
11581,8,2.61360533585608
11582,195,5.27722800694114
11583,4.99,2.17645594578581
11584,259.99,5.21225960411531
11585,100,5.0026943034096
11586,350,5.47464013501329
11587,380,5.11911595714082
11588,200,5.09347977637501
11589,150,5.02893776108542
11590,380,5.90396801991261
11591,2.99,2.74381219594076
11592,350,5.77153969101898
11593,60,3.05229792507432
11594,480,4.59412225369748
11595,175,5.30007626472697
11596,69.69,4.24901596875543
11597,175,4.3556119919652
11598,15,2.98341690551417
11599,119.88,4.02063879263572
11600,225,4.78321443119901
11601,29.99,3.46649303453627
11602,119.99,4.31049057171638
11603,0.99,0.670195019898452
11604,150,4.71683836183986
11605,229,5.39644780159357
11606,199,4.05686304926957
11607,50,3.99307297997451
11608,149,4.97733011125326
11609,29.95,3.22354502839103
11610,129.99,4.09896681422164
11611,15,2.94722033036495
11612,229.98,4.23515495330475
11613,19.5,3.33645456073136
11614,69.95,4.18274285718553
11615,75,3.54205521043919
11616,50,3.9641474298806
11617,14.99,2.90196365038656
11618,100,4.48430584116771
11619,299.99,5.44720413665282
11620,0.99,0.67113150587872
11621,0.99,0.685425243199418
11622,30,0.56860446883498
11623,0.99,0.707242983967953
11624,25,3.15372584973779
11625,0.99,0.641889052917083
11626,114.99,1.62771454959752
11627,49.99,3.93214131268188
11628,10,2.2119888674942
11629,59.99,4.32306938944496
11630,30,3.23632837661691
11631,100,4.35789484627197
11632,30,3.34887614801315
11633,209,5.46481230667624
11634,14.99,2.80323791419908
11635,0.99,0.694562446905584
11636,25,3.27687571684015
11637,0.99,0.688117667968431
11638,39,3.86038458018642
11639,119.99,3.9035867122298
11640,89.99,4.40428983729403
11641,32.95,3.30079327645038
11642,550,4.74247913708303
11643,128,4.98672563492804
11644,80,2.91282960710485
11645,0.99,0.390305782090182
11646,40,3.96410775182636
11647,0.99,0.631230247227241
11648,71.99,4.49852043014375
11649,209,5.44967419122237
11650,92,4.39903712588617
11651,179.99,5.11803269310645
11652,0.99,0.617710603763675
11653,0.99,1.17672489925964
11654,0.99,0.688173569477897
11655,65,4.02601118080616
11656,0.99,0.688234889572873
11657,1,0.667235413579949
11658,128,5.05442440841276
11659,200,5.36105432664836
11660,0.99,0.64988552588998
11661,25,3.16611927706782
11662,30,3.44989317412391
11663,57.5,4.25633744314787
11664,39.99,4.05777131522655
11665,75,3.84505050540676
11666,5,2.36021168398787
11667,40,4.02905392474963
11668,119.99,3.95141456348279
11669,74.99,4.01647631646304
11670,29.95,3.71114604418648
11671,40,3.73989339819195
11672,50,4.03979275285293
11673,129.95,4.09056830313278
11674,45,4.06496105617612
11675,129.95,4.1549363886668
11676,54.99,3.93359944158453
11677,189.99,5.21514079435652
11678,1,0.690740127066144
11679,70,4.24010697417949
11680,49.99,4.04524174335274
11681,0.99,0.642284194529231
11682,399.99,4.28134953121791
11683,149.98,3.88749085634683
11684,157,4.61949846616586
11685,160,2.66212163702591
11686,50,4.1748185032778
11687,100,5.0632062811151
11688,1,0.663131624235308
11689,0.99,0.610382790101765
11690,0.99,0.635552748731854
11691,0.99,0.628002296770754
11692,150,5.03449920319283
11693,224.99,0.69368260393251
11694,15,2.93687743868547
11695,75,4.40242278725929
11696,55,4.91174609546669
11697,250,5.40466331532184
11698,89.99,4.34971739067374
11699,99.99,4.62171007553312
11700,19.99,4.40857716013811
11701,62,4.22357393455395
11702,144.5,5.00240864173892
11703,74.95,5.06350500757378
11704,99.95,3.81554369973288
11705,590,5.93830079658312
11706,0.99,0.670151460489978
11707,29.99,3.3476493716407
11708,0.99,0.688134638736401
11709,25,2.96176582293964
11710,0.99,0.661170941780029
11711,0.99,0.697875535202322
11712,42,2.33319046674672
11713,150,0.638703809761468
11714,20,2.87218759803773
11715,0.99,0.660515548669026
11716,1,0.714778954691315
11717,20,3.06915559148462
11718,100,2.78417678491913
11719,196.79,5.00407317640829
11720,150.87,5.00407317640829
11721,36.95,3.67882789917264
11722,0.99,0.686727771680141
11723,0.99,0.631415824453768
11724,209.9,4.03517184973303
11725,80,4.68153398916287
11726,0.99,0.683778489727904
11727,52.99,4.04340184401437
11728,60,4.67997127503392
11729,0.99,0.654763409795516
11730,0.99,0.64504732904222
11731,69,4.1570978057466
11732,9.99,2.80067982057341
11733,59.99,4.29929069702708
11734,10,1.89416328462192
11735,99.95,4.57060479775924
11736,0.01,0.16790948124282
11737,75,4.37612398943531
11738,36.95,3.67658606823608
11739,128,4.8367395726645
11740,99.99,4.57434963094543
11741,99.99,4.21979081412567
11742,100,4.89385818315848
11743,130,4.49018953903172
11744,0.99,0.648206880823533
11745,99.99,4.70572402003108
11746,155.99,0.470704974354252
11747,119.99,5.14612715102301
11748,65,1.47946563061869
11749,65,4.97833346483547
11750,165,4.74382368836662
11751,66.99,5.10525946914749
11752,199,4.34631708578993
11753,55.66,4.09301134785265
11754,79,4.49055300666077
11755,142.49,5.11217705972128
11756,85,4.6012506774384
11757,99.99,4.60735461696638
11758,0.99,0.686878520957106
11759,59,4.16539088148522
11760,99.95,5.19858915393145
11761,100,4.19269118458708
11762,100,4.27346617310792
11763,100,4.78531053201974
11764,91,4.78531053201974
11765,500,0.68804816072181
11766,45,3.41992782475833
11767,19.99,4.40022646274557
11768,155,4.14609529453629
11769,25,1.45937047752155
11770,150,4.68468254011651
11771,415,5.74223870132697
11772,319.99,5.48435990223594
11773,99,4.70270136639894
